,time,year,month,day,hour,wind_direction,wind_speed,pm10,pm25,humidity,dew,visibility,temperature,lost
90,20010418,2020,1,4,18,331.0,0.0,133.0,80.0,69.0,5.9,6.0,11.4,False
91,20010419,2020,1,4,19,103.0,0.0,119.0,81.0,78.0,6.6,4.7,10.3,False
92,20010420,2020,1,4,20,328.0,1.0,106.0,76.0,88.0,7.6,2.6,9.5,False
93,20010421,2020,1,4,21,277.0,1.0,115.0,74.0,86.0,7.2,3.9,9.4,False
94,20010422,2020,1,4,22,328.0,1.0,100.0,71.0,86.0,7.2,4.1,9.4,False
95,20010423,2020,1,4,23,202.0,0.0,136.0,79.0,88.0,7.3,3.9,9.2,False
96,20010500,2020,1,5,0,350.0,0.0,103.0,90.0,88.0,7.1,3.9,9.0,False
97,20010501,2020,1,5,1,325.0,0.0,122.0,84.0,88.0,6.9,4.3,8.8,False
98,20010502,2020,1,5,2,343.0,1.0,95.0,73.0,89.0,6.9,4.2,8.6,False
99,20010503,2020,1,5,3,343.0,1.0,109.0,73.0,89.0,6.9,4.3,8.6,False
100,20010504,2020,1,5,4,314.0,1.0,117.0,69.0,89.0,6.8,4.5,8.5,False
101,20010505,2020,1,5,5,34.0,0.0,97.0,75.0,89.0,6.7,4.5,8.4,False
102,20010506,2020,1,5,6,179.0,0.0,98.0,58.0,89.0,6.7,4.7,8.4,False
103,20010507,2020,1,5,7,179.0,0.0,98.0,58.0,89.0,6.7,4.7,8.4,False
104,20010508,2020,1,5,8,360.0,1.0,96.0,72.0,89.0,6.6,5.0,8.3,False
105,20010509,2020,1,5,9,359.0,1.0,86.0,66.0,89.0,6.7,4.7,8.4,False
106,20010510,2020,1,5,10,185.0,1.0,103.0,67.0,86.0,6.5,5.1,8.7,False
107,20010511,2020,1,5,11,56.0,0.0,97.0,75.0,85.0,6.7,4.9,9.1,False
108,20010512,2020,1,5,12,31.0,1.0,92.0,65.0,82.0,6.6,5.0,9.5,False
109,20010513,2020,1,5,13,4.0,1.0,105.0,63.0,78.0,6.4,5.1,10.1,False
110,20010514,2020,1,5,14,126.0,0.0,105.0,85.0,78.0,6.6,5.2,10.3,False
111,20010515,2020,1,5,15,46.0,1.0,112.0,67.0,77.0,6.5,5.0,10.4,False
112,20010516,2020,1,5,16,354.0,1.0,116.0,77.0,77.0,6.5,4.9,10.4,False
113,20010517,2020,1,5,17,326.0,0.0,125.0,71.0,79.0,6.7,5.0,10.2,False
114,20010518,2020,1,5,18,332.0,0.0,114.0,82.0,81.0,6.8,4.7,9.9,False
115,20010519,2020,1,5,19,356.0,1.0,116.0,74.0,83.0,7.1,4.5,9.8,False
116,20010520,2020,1,5,20,332.0,0.0,116.0,77.0,84.0,7.0,4.4,9.6,False
117,20010521,2020,1,5,21,283.0,1.0,119.0,91.0,86.0,7.3,4.2,9.5,False
118,20010522,2020,1,5,22,265.0,0.0,110.0,80.0,86.0,7.2,4.2,9.4,False
119,20010523,2020,1,5,23,0.0,0.0,91.0,61.0,86.0,7.0,4.4,9.2,False
120,20010600,2020,1,6,0,317.0,0.0,102.0,63.0,87.0,7.1,4.7,9.1,False
121,20010601,2020,1,6,1,0.0,0.0,78.0,71.0,87.0,7.0,4.7,9.0,False
122,20010602,2020,1,6,2,240.0,0.0,102.0,66.0,87.0,7.0,4.8,9.0,False
123,20010603,2020,1,6,3,247.0,0.0,84.0,66.0,87.0,6.9,4.6,8.9,False
124,20010604,2020,1,6,4,287.0,0.0,91.0,72.0,88.0,6.9,4.6,8.8,False
125,20010605,2020,1,6,5,228.0,0.0,93.0,70.0,90.0,7.1,4.1,8.6,False
126,20010606,2020,1,6,6,228.0,0.0,93.0,70.0,90.0,7.1,4.1,8.6,False
127,20010607,2020,1,6,7,228.0,0.0,93.0,70.0,90.0,7.1,4.1,8.6,False
128,20010608,2020,1,6,8,0.0,0.0,115.0,59.0,91.0,7.0,4.1,8.4,False
129,20010609,2020,1,6,9,146.0,1.0,120.0,76.0,90.0,7.3,4.3,8.8,False
130,20010610,2020,1,6,10,179.0,0.0,143.0,70.0,86.0,7.2,4.6,9.4,False
131,20010611,2020,1,6,11,179.0,0.0,141.0,71.0,81.0,7.3,5.4,10.4,False
132,20010612,2020,1,6,12,252.0,0.0,135.0,62.0,78.0,7.1,5.5,10.8,False
133,20010613,2020,1,6,13,4.0,0.0,101.0,64.0,80.0,7.4,5.1,10.7,False
134,20010614,2020,1,6,14,52.0,1.0,121.0,88.0,78.0,7.0,4.8,10.7,False
135,20010615,2020,1,6,15,52.0,1.0,121.0,88.0,78.0,7.0,4.8,10.7,False
136,20010616,2020,1,6,16,320.0,1.0,101.0,64.0,73.0,6.9,6.2,11.6,False
137,20010617,2020,1,6,17,284.0,1.0,85.0,82.0,66.0,5.9,7.9,12.1,False
138,20010618,2020,1,6,18,10.0,0.0,118.0,59.0,72.0,5.9,9.1,10.7,False
139,20010619,2020,1,6,19,159.0,1.0,111.0,58.0,74.0,5.3,8.4,9.7,False
140,20010620,2020,1,6,20,116.0,0.0,72.0,52.0,78.0,5.0,9.0,8.6,False
141,20010621,2020,1,6,21,179.0,0.0,90.0,53.0,63.0,2.2,10.3,8.9,False
142,20010622,2020,1,6,22,290.0,1.0,80.0,51.0,73.0,3.8,11.9,8.4,False
143,20010623,2020,1,6,23,220.0,0.0,98.0,46.0,81.0,4.3,9.9,7.3,False
144,20010700,2020,1,7,0,0.0,0.0,102.0,52.0,88.0,4.5,6.7,6.3,False
145,20010701,2020,1,7,1,234.0,1.0,91.0,53.0,89.0,4.9,6.3,6.6,False
146,20010702,2020,1,7,2,199.0,0.0,61.0,56.0,91.0,4.7,5.3,6.1,False
147,20010703,2020,1,7,3,0.0,0.0,65.0,56.0,93.0,4.3,4.3,5.3,False
148,20010704,2020,1,7,4,181.0,1.0,88.0,52.0,94.0,4.2,4.0,5.1,False
149,20010705,2020,1,7,5,10.0,0.0,59.0,47.0,93.0,3.6,5.3,4.6,False
150,20010706,2020,1,7,6,0.0,0.0,58.0,43.0,94.0,3.2,5.2,4.1,False
151,20010707,2020,1,7,7,0.0,0.0,61.0,45.0,94.0,2.5,4.3,3.4,False
152,20010708,2020,1,7,8,245.0,0.0,64.0,41.0,96.0,3.0,4.8,3.6,False
153,20010709,2020,1,7,9,0.0,0.0,109.0,44.0,96.0,3.9,4.1,4.5,False
154,20010710,2020,1,7,10,235.0,1.0,134.0,55.0,87.0,4.9,6.0,6.9,False
155,20010711,2020,1,7,11,149.0,1.0,97.0,54.0,63.0,3.2,11.3,9.9,False
156,20010712,2020,1,7,12,164.0,1.0,97.0,58.0,53.0,2.4,13.1,11.7,False
157,20010713,2020,1,7,13,164.0,1.0,70.0,47.0,44.0,1.0,14.4,13.0,False
158,20010714,2020,1,7,14,155.0,2.0,45.0,42.0,39.0,0.4,16.0,14.1,False
159,20010715,2020,1,7,15,181.0,1.0,40.0,38.0,33.0,-1.8,17.3,14.2,False
160,20010716,2020,1,7,16,183.0,1.0,47.0,32.0,34.0,-1.4,20.1,14.2,False
161,20010717,2020,1,7,17,179.0,1.0,63.0,33.0,39.0,-0.5,17.6,13.1,False
162,20010718,2020,1,7,18,179.0,1.0,73.0,33.0,44.0,0.2,17.9,12.1,False
163,20010719,2020,1,7,19,179.0,0.0,78.0,41.0,58.0,1.7,15.1,9.5,False
164,20010720,2020,1,7,20,179.0,0.0,84.0,43.0,65.0,2.6,12.6,8.8,False
165,20010721,2020,1,7,21,87.0,0.0,133.0,70.0,67.0,2.6,13.3,8.4,False
166,20010722,2020,1,7,22,299.0,0.0,139.0,67.0,73.0,3.1,14.1,7.6,False
167,20010723,2020,1,7,23,268.0,0.0,129.0,79.0,77.0,3.1,7.6,6.8,False
168,20010800,2020,1,8,0,0.0,0.0,154.0,80.0,82.0,2.8,8.1,5.6,False
169,20010801,2020,1,8,1,0.0,0.0,143.0,73.0,87.0,2.9,7.5,4.9,False
170,20010802,2020,1,8,2,63.0,0.0,131.0,64.0,89.0,3.4,6.7,5.1,False
171,20010803,2020,1,8,3,0.0,0.0,108.0,63.0,88.0,3.9,7.5,5.7,False
172,20010804,2020,1,8,4,81.0,0.0,82.0,60.0,85.0,3.8,8.6,6.1,False
173,20010805,2020,1,8,5,164.0,0.0,97.0,60.0,82.0,3.7,10.2,6.5,False
174,20010806,2020,1,8,6,164.0,1.0,82.0,54.0,87.0,3.5,7.9,5.5,False
175,20010807,2020,1,8,7,279.0,0.0,87.0,55.0,88.0,3.7,8.0,5.5,False
176,20010808,2020,1,8,8,179.0,1.0,95.0,52.0,88.0,4.4,8.2,6.2,False
177,20010809,2020,1,8,9,296.0,0.0,144.0,57.0,85.0,4.0,7.3,6.3,False
178,20010810,2020,1,8,10,179.0,1.0,128.0,63.0,77.0,3.8,6.1,7.6,False
179,20010811,2020,1,8,11,9.0,0.0,124.0,62.0,67.0,3.6,9.2,9.4,False
180,20010812,2020,1,8,12,260.0,0.0,118.0,58.0,59.0,3.4,10.6,11.1,False
181,20010813,2020,1,8,13,49.0,1.0,80.0,55.0,50.0,1.9,11.5,12.0,False
182,20010814,2020,1,8,14,316.0,0.0,51.0,43.0,49.0,2.2,13.0,12.6,False
183,20010815,2020,1,8,15,0.0,0.0,54.0,44.0,49.0,2.2,13.6,12.6,False
184,20010816,2020,1,8,16,164.0,1.0,81.0,38.0,50.0,2.6,12.3,12.7,False
185,20010817,2020,1,8,17,275.0,1.0,73.0,39.0,50.0,2.2,12.5,12.3,False
186,20010818,2020,1,8,18,0.0,0.0,97.0,45.0,53.0,2.5,11.3,11.8,False
187,20010819,2020,1,8,19,164.0,0.0,112.0,55.0,59.0,3.3,9.6,11.0,False
188,20010820,2020,1,8,20,0.0,0.0,138.0,59.0,61.0,3.4,10.0,10.6,False
189,20010821,2020,1,8,21,134.0,0.0,126.0,68.0,66.0,3.9,9.9,10.0,False
190,20010822,2020,1,8,22,0.0,0.0,153.0,70.0,72.0,4.8,7.8,9.6,False
191,20010823,2020,1,8,23,0.0,0.0,168.0,88.0,74.0,4.9,6.8,9.3,False
192,20010900,2020,1,9,0,0.0,0.0,146.0,70.0,72.0,4.5,8.2,9.3,False
193,20010901,2020,1,9,1,275.0,0.0,108.0,65.0,77.0,5.3,7.3,9.1,False
194,20010902,2020,1,9,2,0.0,0.0,147.0,83.0,78.0,5.3,7.5,8.9,False
195,20010903,2020,1,9,3,0.0,0.0,102.0,68.0,82.0,5.7,5.9,8.6,False
196,20010904,2020,1,9,4,305.0,0.0,97.0,69.0,82.0,5.6,6.1,8.5,False
197,20010905,2020,1,9,5,13.0,0.0,96.0,55.0,79.0,5.1,7.4,8.5,False
198,20010906,2020,1,9,6,83.0,0.0,83.0,61.0,80.0,5.1,8.0,8.3,False
199,20010907,2020,1,9,7,0.0,0.0,88.0,62.0,86.0,5.8,5.3,8.0,False
200,20010908,2020,1,9,8,31.0,0.0,119.0,71.0,85.0,5.7,5.6,8.1,False
201,20010909,2020,1,9,9,116.0,0.0,161.0,96.0,84.0,5.9,7.1,8.4,False
202,20010910,2020,1,9,10,143.0,0.0,139.0,66.0,76.0,5.0,8.1,9.0,False
203,20010911,2020,1,9,11,125.0,0.0,110.0,61.0,75.0,5.1,8.6,9.3,False
204,20010912,2020,1,9,12,0.0,0.0,93.0,53.0,72.0,4.9,9.2,9.7,False
205,20010913,2020,1,9,13,347.0,1.0,90.0,46.0,70.0,5.1,10.2,10.3,False
206,20010914,2020,1,9,14,24.0,0.0,84.0,44.0,64.0,4.3,10.4,10.8,False
207,20010915,2020,1,9,15,54.0,1.0,83.0,49.0,65.0,4.5,10.8,10.8,False
208,20010916,2020,1,9,16,64.0,0.0,89.0,48.0,66.0,4.7,10.9,10.8,False
209,20010917,2020,1,9,17,41.0,1.0,88.0,50.0,65.0,4.3,10.6,10.6,False
210,20010918,2020,1,9,18,343.0,2.0,104.0,58.0,70.0,4.9,9.2,10.1,False
211,20010919,2020,1,9,19,337.0,1.0,109.0,69.0,73.0,5.1,6.7,9.7,False
212,20010920,2020,1,9,20,348.0,2.0,137.0,77.0,70.0,4.3,7.0,9.5,False
213,20010921,2020,1,9,21,345.0,1.0,147.0,77.0,70.0,4.1,8.7,9.3,False
214,20010922,2020,1,9,22,327.0,1.0,115.0,61.0,69.0,3.7,9.9,9.1,False
215,20010923,2020,1,9,23,331.0,1.0,98.0,51.0,67.0,3.1,13.5,8.9,False
216,20011000,2020,1,10,0,341.0,0.0,76.0,45.0,67.0,2.9,12.1,8.7,False
217,20011001,2020,1,10,1,304.0,1.0,64.0,46.0,68.0,3.0,12.0,8.6,False
218,20011002,2020,1,10,2,339.0,1.0,59.0,41.0,69.0,3.1,11.8,8.5,False
219,20011003,2020,1,10,3,303.0,1.0,61.0,37.0,72.0,3.7,12.4,8.4,False
220,20011004,2020,1,10,4,337.0,1.0,54.0,37.0,74.0,3.8,10.3,8.1,False
221,20011005,2020,1,10,5,286.0,1.0,57.0,35.0,77.0,4.1,9.7,7.9,False
222,20011006,2020,1,10,6,292.0,1.0,57.0,39.0,77.0,4.0,8.8,7.8,False
223,20011007,2020,1,10,7,339.0,1.0,80.0,43.0,79.0,4.3,8.2,7.7,False
224,20011008,2020,1,10,8,164.0,1.0,94.0,45.0,82.0,4.5,6.6,7.4,False
225,20011009,2020,1,10,9,164.0,1.0,86.0,51.0,81.0,4.6,6.5,7.6,False
226,20011010,2020,1,10,10,350.0,1.0,83.0,50.0,77.0,4.3,7.9,8.1,False
227,20011011,2020,1,10,11,15.0,1.0,65.0,45.0,74.0,4.4,10.5,8.8,False
228,20011012,2020,1,10,12,360.0,1.0,58.0,44.0,66.0,3.4,12.5,9.4,False
229,20011013,2020,1,10,13,343.0,1.0,51.0,31.0,64.0,3.2,12.7,9.7,False
230,20011014,2020,1,10,14,54.0,2.0,50.0,31.0,61.0,3.0,13.5,10.2,False
231,20011015,2020,1,10,15,29.0,1.0,79.0,38.0,59.0,2.4,18.7,10.0,False
232,20011016,2020,1,10,16,30.0,1.0,50.0,29.0,59.0,2.4,23.9,10.0,False
233,20011017,2020,1,10,17,337.0,0.0,43.0,31.0,57.0,1.9,22.9,10.0,False
234,20011018,2020,1,10,18,69.0,1.0,47.0,32.0,61.0,2.5,23.3,9.6,False
235,20011019,2020,1,10,19,86.0,1.0,93.0,40.0,64.0,2.8,22.4,9.2,False
236,20011020,2020,1,10,20,4.0,0.0,89.0,41.0,60.0,2.0,21.6,9.4,False
237,20011021,2020,1,10,21,0.0,0.0,103.0,42.0,69.0,3.4,16.1,8.8,False
238,20011022,2020,1,10,22,0.0,0.0,92.0,45.0,71.0,3.4,15.4,8.3,False
239,20011023,2020,1,10,23,16.0,0.0,102.0,45.0,64.0,2.1,17.9,8.5,False
240,20011100,2020,1,11,0,254.0,0.0,80.0,39.0,69.0,3.0,14.4,8.4,False
241,20011101,2020,1,11,1,274.0,1.0,81.0,40.0,68.0,2.7,13.0,8.3,False
242,20011102,2020,1,11,2,243.0,0.0,77.0,45.0,73.0,3.4,10.6,7.9,False
243,20011103,2020,1,11,3,230.0,0.0,79.0,43.0,75.0,3.5,7.8,7.6,False
244,20011104,2020,1,11,4,0.0,0.0,52.0,40.0,77.0,3.5,9.3,7.3,False
245,20011105,2020,1,11,5,0.0,0.0,52.0,34.0,83.0,3.4,9.2,6.1,False
246,20011106,2020,1,11,6,0.0,0.0,58.0,29.0,85.0,3.3,8.8,5.6,False
247,20011107,2020,1,11,7,0.0,0.0,58.0,29.0,85.0,3.3,8.8,5.6,False
248,20011108,2020,1,11,8,130.0,0.0,61.0,35.0,89.0,3.0,8.1,4.7,False
249,20011109,2020,1,11,9,0.0,0.0,136.0,41.0,89.0,3.6,7.3,5.3,False
250,20011110,2020,1,11,10,305.0,1.0,113.0,44.0,79.0,4.3,7.1,7.7,False
251,20011111,2020,1,11,11,189.0,1.0,105.0,38.0,59.0,2.7,10.9,10.4,False
252,20011112,2020,1,11,12,302.0,1.0,51.0,34.0,48.0,1.2,17.4,11.8,False
253,20011113,2020,1,11,13,181.0,1.0,49.0,33.0,46.0,2.0,14.7,13.4,False
254,20011114,2020,1,11,14,196.0,1.0,45.0,28.0,39.0,0.5,18.2,14.2,False
255,20011115,2020,1,11,15,183.0,1.0,43.0,25.0,37.0,0.4,19.3,14.9,False
256,20011116,2020,1,11,16,94.0,1.0,43.0,23.0,38.0,0.9,16.7,15.1,False
257,20011117,2020,1,11,17,146.0,1.0,40.0,30.0,39.0,0.7,19.3,14.5,False
258,20011118,2020,1,11,18,93.0,0.0,52.0,26.0,45.0,1.4,20.3,13.0,False
259,20011119,2020,1,11,19,61.0,1.0,93.0,30.0,55.0,1.8,19.1,10.5,False
260,20011120,2020,1,11,20,60.0,1.0,103.0,41.0,60.0,1.9,19.8,9.3,False
261,20011121,2020,1,11,21,204.0,0.0,97.0,50.0,65.0,2.7,14.2,8.9,False
262,20011122,2020,1,11,22,283.0,0.0,125.0,53.0,68.0,2.8,15.5,8.4,False
263,20011123,2020,1,11,23,179.0,0.0,140.0,72.0,77.0,3.1,9.1,6.8,False
264,20011200,2020,1,12,0,0.0,0.0,125.0,87.0,83.0,3.4,8.1,6.1,False
265,20011201,2020,1,12,1,164.0,0.0,120.0,91.0,83.0,3.3,7.3,6.0,False
266,20011202,2020,1,12,2,260.0,0.0,107.0,65.0,88.0,3.6,6.9,5.4,False
267,20011203,2020,1,12,3,160.0,1.0,125.0,63.0,86.0,4.2,7.4,6.4,False
268,20011204,2020,1,12,4,164.0,0.0,99.0,58.0,84.0,4.1,7.3,6.6,False
269,20011205,2020,1,12,5,164.0,0.0,85.0,54.0,85.0,4.4,7.6,6.7,False
270,20011206,2020,1,12,6,0.0,0.0,90.0,53.0,85.0,4.1,6.9,6.4,False
271,20011207,2020,1,12,7,0.0,0.0,90.0,53.0,85.0,4.1,6.9,6.4,False
272,20011208,2020,1,12,8,0.0,0.0,122.0,55.0,93.0,3.9,4.4,4.9,False
273,20011209,2020,1,12,9,0.0,0.0,177.0,57.0,91.0,4.9,5.5,6.3,False
274,20011210,2020,1,12,10,0.0,0.0,87.0,60.0,76.0,5.2,6.0,9.2,False
275,20011211,2020,1,12,11,203.0,1.0,102.0,60.0,64.0,4.9,8.8,11.5,False
276,20011212,2020,1,12,12,189.0,2.0,97.0,56.0,59.0,4.6,10.6,12.4,False
277,20011213,2020,1,12,13,274.0,1.0,65.0,44.0,56.0,4.7,11.8,13.3,False
278,20011214,2020,1,12,14,163.0,2.0,54.0,37.0,48.0,3.9,12.3,14.8,False
279,20011215,2020,1,12,15,31.0,2.0,53.0,39.0,45.0,3.5,14.5,15.4,False
280,20011216,2020,1,12,16,72.0,1.0,49.0,36.0,50.0,3.8,13.1,14.1,False
281,20011217,2020,1,12,17,72.0,1.0,58.0,37.0,52.0,3.9,14.2,13.6,False
282,20011218,2020,1,12,18,39.0,1.0,100.0,40.0,54.0,4.2,15.8,13.3,False
